chain,nctshrt,12,13,14,15,16,23,24,25,26,34,35,36,45,46,56
1,23,1030,-1724,2071,3127,1660,3139,503,3277,5360,-4655,808,1445,359,-269,3227.9999999999995
1,24,2051,1108,-9863,-5757,3287,261,-2223,-7811,1718,-2014,2440,-6321,5407,-2418,-6266.000000000001
1,25,-1864,-1787.9999999999998,285,359,2895,5342,-1414.9999999999998,5516,2688.9999999999995,-6146,3973.9999999999995,4403,149,1217,4247
1,23,-806,673,2416,4361,4178,4675,853,1733,4309,-6484,2597.9999999999995,1622,2572.9999999999995,3136,4722
1,24,378,1184,-6417.000000000001,732,3786,2185,-596,2597,-5535,-1301,-3230,-2854.9999999999995,1073,-4819,997
1,25,-1171,-2728,-3535,-424,3355,5642,1616,2041,4191,-2467,2487,4936,4807,1888,4321
1,23,-168,-1902,1781,2329,-229,4638,140,4636,4660,-4441,4051,4674,1883,25,4278
1,24,1920,2909,49,-3358,2486,1056,3594,-8523,-1163,4285,-1186,2674.0000000000005,-70,2402,3962
1,25,2438,-1416,-864,-1301,3452,4364,-679,3628,3978.9999999999995,-5629,4787,2236,1681.9999999999998,3442,3210
1,23,-15,-1558,1381,4192,1058,1940,-1312,1394,2139,-5649,4028,2659.0000000000005,2653,1099,3108
1,24,-486,2935,-3262,284,-2445,4268,-5158,-936,-2849,-4720,-1446,-1199,-373,4484,-2197
1,25,-1881,-3443,1152,-2590,3242.9999999999995,5059,-4676,4082,2404,-5999,1761,932,3603,3398,1744.9999999999998
1,23,1240,-82,2124,1620,5251,5119,-748,4351,6168,-3980,3394,3771,-20,-499,4891
1,24,225,3973.9999999999995,-5673,-4535,3348.9999999999995,-25,1878,595,2761,1051,-3748,2473,4246,-4307,-2592.9999999999995
1,25,-2324,-2121,121,-2066,4583,3207.9999999999995,-1519,5194,730,-6259,5041,1834,177,2485,5501
1,23,250,-1722,1581,2357,1450,2656,-265,2196,2913,-6391,4668,-2718.9999999999995,5.999999999999999,-826.0000000000001,2049
1,24,-2182,361,-6883,-2661,-1181,4354,-1951,3820,-1396,1973,2695,-2934,-569,397,745
1,25,-1463.0000000000002,-2113,1948,-1073,3844,1945,460,1813,-1027,-1656.9999999999998,5026.000000000001,1400.0000000000002,2636,446,2020.0000000000002
1,23,127,-210,2673,5608,3333.9999999999995,4853,956,4576,2378,-5723,3237.9999999999995,3933,2795.0000000000005,-2738,2145
1,24,1773.0000000000002,-1033,-6424,-5643,-482,3370,-2130,-2059,5774,835.9999999999999,-2477,-2432,6471,-926,3426
1,25,237,-1143,-519,-2370,2822,4969,367.00000000000006,1997,1243,1148,4732,2136,3750,-695.0000000000001,3302
1,23,993,-2363,1397,2525,3052.0000000000005,3040,-3486,2743,1584.0000000000002,-8125,913.0000000000001,2371,2540,-606,1051
1,24,2740,2637,-1474,-5534,4371,839,-6903,-4083,-2113,2792,-1182,-1525,1860,-3225,-201
1,25,261,868,-416,-646.9999999999999,3353.9999999999995,5943.000000000001,-2535,5263,4565,-6009,4407,2866,3263,3192,4827
1,23,772.9999999999999,-1345,3723,4737,2398,3666,-3300,3750,922.9999999999999,-6535,1603.9999999999998,2718,-669,1471,3459.9999999999995
1,24,-758.0000000000001,-2015.0000000000002,-361,-4482,-8736,1957.0000000000002,513,-5427.999999999999,-237,2585,-2064,767,-2733.9999999999995,3841,4388
1,25,1792.9999999999998,-421,289,-535,4641,6546,-3825,3635,1963,-8695,3439.9999999999995,1069,897,1907,5149
1,23,2002,-1737,2403,3706,2422,2044,1810,6021,4624,-8209,2080,-2096,818,774,2069
1,24,3905,2169,-1348,-677,-1858,1452,4570,-3620,518,3175,1514,907,-155,5505,-5723
1,25,57.99999999999999,-2994,1087,359,3065,3657.0000000000005,1989,4325,5218,-4943,2669.0000000000005,4130,4108,4378,4916
1,23,-505.00000000000006,-3111,2671,2903,3546.0000000000005,2875,-932.9999999999999,4604,1815,-4770,1417,2759,1496,1323,853
1,24,426,-78,-1392,211,-4469,2039.9999999999998,1728,-2943,-3638,-366,1701,330,-4722,-4794,3370
1,25,86,-3114,1480,-3096,1550,3638,-542,4894,-973,-3331,4521,3274.0000000000005,3931,1129,3832
1,23,1059,-1197,2501,5544,1997,2208,-1364,4219,4066,-8733,2910,1451,698,-3393,3257
1,24,4212,641,-317,-3715,-500,-3638,3103,-3670,-4344,-5687,4959,2319,-4792,3814,2308
1,25,-2623,-3303,-1219,-3040,4137,4525,123,3022.0000000000005,409,-2615,3390.0000000000005,2380,5205.999999999999,2706,3261
1,23,365,-278,4873,2420,2708,4764,1689,3388,2760.0000000000005,-4588,1518,-1267,545,-1661.9999999999998,4368
1,24,1487.9999999999998,-1908.9999999999998,1433,-1050,5769,2173,-1878,2249,-4740,580,-164,-6925,6893,352,-2901.0000000000005
1,25,-1574.0000000000002,-1404,687,133,2218,5807,-2585,1802.9999999999998,2960,-4853,1772,2193,2667,3711.9999999999995,3932
1,23,732,-914,837,3627,1727,4074,1351.9999999999998,4611,5884,-7494,2021,3133.0000000000005,570,285,2415
