chain,repo,nctshrt,12,13,14,15,16,23,24,25,26,34,35,36,45,46,56
1,YODA_run2,18,-1256,-714,-19,709,1974,2713,-708,1797,-6358,-4285,2718.9999999999995,-6918,-5709.999999999999,1376,-2633
1,YODA_run2,18,-1996,-3360,2221,1476,382,3483,-548,5,-6463,-5353,-751,334,-5725,1279.0000000000002,-5955
1,YODA_run2,18,-965,-2210,-157,474,2681,1238,682,297,-5497,-4428,2337,-2889,-2216,-4862,-1561
1,YODA_run2,18,-752,-3770,1354,2166,1696,2970.9999999999995,-434,1968,-7195,-4913,1379,-2287,-6256,1029,-4816
1,YODA_run2,18,-2036,-1147,1366.9999999999998,1939,973,2696,-3633,2125,-7211,-6755,1397,-4513,-2782,3867,-6323
1,YODA_run2,18,-1157,-3530,2338,2514,1063,2192,111,397,-3481,-1207,930,-2379,-6359,-2592,-1919
1,YODA_run2,18,-669,-2011,2905,425.00000000000006,-2621,4252,2158,2594,-2175,-1498,210,-1344,-6040,-358,-3227.9999999999995
1,YODA_run2,18,-973,-2870,516,419,607,2997,2496,1220,-3663,1343,767,-5143,-168,-5091,-6197
1,YODA_run2,18,-1491,-2326,864.9999999999999,463,2925,-347,2602,2125,-7278,-6167,-760,-2081,-668,-867,-4247
1,YODA_run2,18,-1656,-1763.0000000000002,-70,-1554,2592,3441,-2287,591,581,-6222,1189,-5235.999999999999,317,-1366,-2718.9999999999995
1,YODA_run2,18,93,-3375,485,2076,4271,2730,345.00000000000006,1817,-8277,-5150,2940.9999999999995,-4392,-7181,2184,-3633
1,YODA_run2,18,-2203,-3909.000000000001,-9,2554,1658,2683,535,-674,-2814.9999999999995,-920,354.99999999999994,-2389,-5107,1195,-6034.000000000001
1,YODA_run2,18,-921,-1165,618,1643,1401,2585,28.999999999999996,-1204,-5431,-6182,-511,660,-1870,371,-1409.9999999999998
1,YODA_run2,18,-2371,-2779,1670,2684.0000000000005,1202,992,-318,1020,-1615,-4862,-776,458,1492.9999999999998,-4432,-7617
1,YODA_run2,18,-852,-2119,1807,2754,1457,2335,678,-454.00000000000006,-6153,-6665,1051,-6786,-2768,1953,-2227
1,YODA_run2,18,268,-669,1083,1512,3222.9999999999995,2435,1535,72,-3452,-6428,1506.0000000000002,-3162,-4792,-1925,4539
1,YODA_run2,18,-124,-2546,2287,1165,3205,1693,47,-81,-3852.999999999999,-5391,-1685,-1102,-2586,2911.0000000000005,-4656
1,YODA_run2,18,268,-2859.9999999999995,154,-1610,267,3041,-3022.0000000000005,656,-4369,-5604,-213,-5638,-4313,2179,-2980
1,YODA_run2,18,410,-2851,2612,-1083,1467,553,1356,867,-4327,-8464,2793,-3792,-3320,2249,-4302
1,YODA_run2,18,-126,-3305,720,-1734,2060,1291,-819,149,-5661.000000000001,-4152,3217.9999999999995,-1727,-7211,-584,-2404
1,YODA_run2,18,-1803,-2180,1075,1763.0000000000002,3615,2539,2036,2720,-4594,-5880,2136,-3550,-3890,1513,-903
1,YODA_run2,18,-1959,-2101,-218,1502,2439,3425.0000000000005,921,1069,-5601,-3169,81,-4446,-7034,1602,-146
1,YODA_run2,18,-480.99999999999994,-3116.9999999999995,5082,-363,2046,1612,44,1365,-8204,-5132,1878,-1976,-6087,-2982,1477
1,YODA_run2,18,-636,-2339,1840,3282,-197,4181,-593,2381,-4107,-6049,979,-2400,-1659,-3320,-2681
1,YODA_run2,18,-1096,-3977,-680,1103,4316,3442,-862,2379,-941,-2858,732,-1736,-6538.000000000001,-4109,-445
1,YODA_run2,18,-1905,-2945.9999999999995,-790,1472,955,2122,-1177,1053,-3148.0000000000005,-6579,3518,-2471,-5374,2768,-225
1,YODA_run2,18,-1438,-1775,1375,1329,1519,2567.9999999999995,-602,910,-4955,-8033,441,-4097,-2767,-1516.0000000000002,2089
1,YODA_run2,18,-240,-3020,1929,-781,406,4273,1314,-525,-3968,-5802.000000000001,-2,-3854,-2191,926,-8
1,YODA_run2,18,-1718,-2582,1366.9999999999998,156,623,4306,-993,2133,-6233,-8241,1057,-1908,-3351,-1361.9999999999998,-2217
1,YODA_run2,18,-1257,-4124,-219,2905,-1860,3139,1192,2205,-3760,-1911,520,-3252,-5127,309,-5813
1,YODA_run2,18,-2302,-3110,-1695.0000000000002,47,-467,2465,2682,875,-5259,-3235,632.0000000000001,-5102,-330,-2696,-2072
1,YODA_run2,18,-475,-237,-1302,333.00000000000006,2752,1368,819,2128,-5096.000000000001,-5264,2990.9999999999995,-3592,-242,-4582,-3011
1,YODA_run2,18,-994,-2314,123,1397,-14,3145,741,2094,-8372,-2943,1739.9999999999998,-4150,-4548,-1282,-2083
1,YODA_run2,18,-828,-1764,-138,1429,1298.9999999999998,4043,-996,4111,-6884,-7940,1545.9999999999998,-6389,-1338,1123,32
1,YODA_run2,18,-1867,-2789,-566,-245,1271,3600.9999999999995,-1197,3119,-7801,-6124.000000000001,720,-3664,-3005,-1645,-2367
1,YODA_run2,18,-1185,-1736,757,2642,2698.9999999999995,3897,-346,1707,-1422,-5433,-616,-3503,-6258,252,303
1,YODA_run2,18,-1638,-1053,-87,1500,196,2472,1495,1807,-6518.000000000001,-4779,994,-2216,-3474.9999999999995,596,-5180
1,YODA_run2,18,72,-1322.0000000000002,2482,783,-340,3729,-2678,1238,-1993,-8623,1938,-4262,-3285,920,-4598
1,YODA_run2,18,-1970,-1191,-1154,1213,1522,2912,808,-553,-1923,-4656,-296,-5676,-4490,1256,-115
1,YODA_run2,18,-1706,-3044,334,3338,2057,2326,1298.9999999999998,2069,-4404,-2452,-874,-7282.999999999999,-1826,-1913,849
1,YODA_run2,18,-1522,-3360,461,964,516,3085,-1247,1249,-2335,-4263,-726,-6889,-3026,-111,445
1,YODA_run2,18,-550,-2384,191,783,1103,4249,-2040,1979,-4400,-6327,-135,-4876,780,-512,-1391
1,YODA_run2,18,-1561,-2281,1796,633,3670,1666,2090,1372,-3216,-2909,1248,-911,-4240,-3589,4538
1,YODA_run2,18,-1250,-2864,1471,189,3442,2053,-560,1590,-3755,-4229,-907,-1087,-5243,-704,-5721.000000000001
1,YODA_run2,18,-765,-1782,-1345,-325.99999999999994,5749,3426,-711,-374,-7301,-6592,71,-3584,-1189,-1472.9999999999998,382
1,YODA_run2,18,-3646,-2217,-415,-299,1273,1728,2480,-796.9999999999999,-1602,-4457,-1685,-3936,-3884.000000000001,246,-2077
1,YODA_run2,18,-2390,-2880,2819,677,-690.0000000000001,2898,-1494,1839,-2684.0000000000005,-1762,-1532,-3106,-6223,-3019,4484
1,YODA_run2,18,-1142,-707,1752,1777,4343,2818,788,-290,-2693,-4907,1818,-2166,-3201,945,-5668
1,YODA_run2,18,281,-1639,352,640,2842,2542,-301,1326,-2137,-7407,2765.0000000000005,-4773,-8165,5235,-3942
1,YODA_run2,18,-824,-2250,669,1081,160,3293,727,2429,-8641,-2992,2007,-4556,-5133,-133,-3744
1,YODA_run2,18,-2094,-2924,3190,241,1383,2581,-1558,1047,-4324,-7859,469,-1017,-1529,-477,-3723
1,YODA_run2,18,1381,-1180,-2859,-984,720,2977,1424,1205,-5441,-3185,719,-67,-2629,-1268,2318
1,YODA_run2,18,111,-839,1134,742,4005,2889,3292,2075,-5189,-6540,1586,-1527,-4641,-1140,-2864.9999999999995
1,YODA_run2,18,-1293,-1731,559,4364,254,3840,755,2183,-7771,-6127,-203,-5100,-4233,-1093,-754
1,YODA_run2,18,-738.9999999999999,-1654,-1200,1342.0000000000002,304,3308,726,1234,-1385.0000000000002,-2750,3143.0000000000005,-2077,-7224,-6720,1085
1,YODA_run2,18,-1495,-3432,846,2675,2404,3371,-373,2444,-7435.000000000001,-3968.999999999999,897,-3486,-659,-4123,-2965
1,YODA_run2,18,-1918,-2388,-189,2011,2347,3584,2661,3181,-3256,-5171,785,-5600.000000000001,-4011,4099,-5853
1,YODA_run2,18,526,-2464,859,2839,2392,2726,-332,3585.9999999999995,-7648,-3236,423,-6438,-3317,1689,-3368
1,YODA_run2,18,-1920,-4094.999999999999,2091,801,-145,3432,2154,414,83,-4612,658,-4063,-4100,-2857,2072
1,YODA_run2,18,-939,-2069,1439,1263,2796,2687,-287,2235,-314,-6612,-2,-6015,-624,1629,-3225
1,YODA_run2,18,-835.9999999999999,-2099,1785,570,1001,2419,649,540,-3369,-6156,2258,-2306,-4265,3163.0000000000005,-2953
1,YODA_run2,18,-1110,-1542,2632,-632.0000000000001,3153.0000000000005,1334,-1,-1033,-8451,-5286.999999999999,271,-1777,-2733,3219,-2431
1,YODA_run2,18,-2789,-2977,382,200,3291,3337,519,-315,-9626,-5929,1317.0000000000002,-3437,-6007,-569,-195
1,YODA_run2,18,-3136,-2897,1395.0000000000002,1242,4654,2538.0000000000005,-561,2561,-4710,-5205.999999999999,-371,-2844,-7227,-726,-470
1,YODA_run2,18,-1117,-1738,49,388.99999999999994,2204,2388,68,476.00000000000006,-6173,-6431,538,-2808,-4061,-126,-638
1,YODA_run2,18,-2522,-1259.0000000000002,1210,-2017,3412,2797,-337.99999999999994,1342.0000000000002,-5931,-8524,1295,-4917,-4922,2098,-2183
1,YODA_run2,18,-179,-2194,-57.99999999999999,660,1388,3657.000000000001,-434.99999999999994,-1126,-3516.0000000000005,-4174,-3373,-4143,-3227,2455,-4692
1,YODA_run2,18,-1743,-2336,787.0000000000001,1615,5048,964,2178,3499,-1583,-5705,2819.9999999999995,-5571,-3070,611,-351
1,YODA_run2,18,-2145,-1122,292,1973,81,2392,-193,4373,-6589,-7945,677,-4046,-1818,-984,-766
1,YODA_run2,18,-806.9999999999999,-3161,692,41,975,1041,351,1563,-6495,-3479,960,-2438,-4699,863,-305
1,YODA_run2,18,-1019,-2420,1558,492.99999999999994,3030,4493,-1801,3983,-5835,-3310,1338,-6130,-585,-960,-3866
1,YODA_run2,18,-2666,-1620,2102,1254.0000000000002,1427,1922,-2831,-364,-5195.999999999999,-4115,2095,-3561.0000000000005,-6188,1001,-4066
1,YODA_run2,18,-1665,-907,2525,-643,483,5197.000000000001,720,839,-3312,-1221,-2123,-366,-69,-8360,1666.9999999999998
1,YODA_run2,18,-2904,-998,754,2220,1684,2162,1519,2674.0000000000005,-4116,-4047,491,79.00000000000001,-51.00000000000001,-1996,1756
1,YODA_run2,18,-1226,-2539,1867,2169,950,2990,324,3575,-2139,-4329,2752,-7005,-6425.999999999999,-1041,1366
1,YODA_run2,18,-1017,-787.0000000000001,-2030,1621,451.99999999999994,2473,135,816.0000000000001,-2970,-4421,295,648,-4438,-5980,-3341
1,YODA_run2,18,-1982,-3024,1675,1715.0000000000002,-2425,5208,-49,2208,-5717,-4720,1743,-3897,-2876,-1787,1652.0000000000002
1,YODA_run2,18,-1839,-2577.9999999999995,1109,2234,3971,2081,1775,-331,-1450,-1010,1343,-5220,-3928,-1528,-2428
1,YODA_run2,18,-795,-2857,893,2086,548,3247,-444,-1458.0000000000002,-3388,-5863,-821.0000000000001,-1198,-3587,-1959,-5322
1,YODA_run2,18,-634,-1030,1514,22,-863,3973,957,852,-3016,-6881,3271,-2087,-7635,614,-1193
1,YODA_run2,18,-1356,-1414,1665,704,3389,1660,-271,2001,-2828,-2012,-352,-2701,-4006,1465,-453
1,YODA_run2,18,-964,-1862,1292,1464,4188,2866,26,-179,-7594.999999999999,-3081.9999999999995,167,-4250,-3713,1300,-3928
1,YODA_run2,18,-862,-3774,1061,-262,219,1418,551,2626,-5554,-4336,2988,-5678,-6405,-2676,-1707
1,YODA_run2,18,-726,-1456,1441,1027,738,3259.0000000000005,1761,1138,-6413,-4514,1053,-1385.0000000000002,-2009,-1407,-1755
