chain,nctshrt,12,13,14,15,16,23,24,25,26,34,35,36,45,46,56
1,7,-43,3735,1729,5371,1801,1093,-4528,-1083,3476,-2,1191,4161,-2680,-1351,3249
1,8,-157,2255,-484,2066,57,409,2484,-1418,5417.999999999999,1845.9999999999998,3189,1738,-1522,3585.9999999999995,549
1,9,825,5482,494,-3836,-2320,-15,-413.00000000000006,1512,1748,702,-931,-5131,-3513,625,5094
1,10,278,2953,1804,3401,1872,-782,-820,1595,-1055,1913,789,2130,2944,-2053,588
1,11,-83,5218,-437,-584,195,2970,-897,-2002,634,-3403,1908,-2388,-184,-1680,-7206
1,12,1743,565,1170,2676,541,47,822,2034,1387,-2638,3101,727,3750,-1363,1223
1,7,267,731,3971,3991,3197,2275,-5913.000000000001,772.9999999999999,4289,213,-938,1876,-2056,-1990,4245
1,8,-1694,1519,2993,2149,-735,92.99999999999999,-319,-211,5249,2240,3239,-1900,4683,277,4329
1,9,-808,3411,1897,-5987,23.999999999999996,1279.0000000000002,-3402,150,3686,-745,302,-4927,-6815,-3819,2257
1,10,-402,267,1971.9999999999998,2687,1002,88,280,1156,-388,-411,1247,363,1917,233,-1065
1,11,-1858,4294,-45,371.99999999999994,590,3073,956.9999999999999,-4117,-340,262,-1076,-2194,-322,1170,-4759
1,12,868,842,1591,3101.9999999999995,-356,-473,3882,3307,1295,-1382,2115,327,3775,-819,1371
1,7,820,2786,2159,4176,1088,1100,-683,3045,3358,95.99999999999999,-3673,-664,-3441,1256,2017
1,8,-400.99999999999994,1641,3385.0000000000005,2547,184,1409,507,-443,5641.000000000001,-858,3053,653,3857,-879.0000000000001,3248
1,9,-1650,4430,1172,-2977,577,784,98,-629,-711,1445,-2307,-3878,-6009,-35,951
1,10,-480.99999999999994,-677,2369,3545,2014,1848,1864,1959,979,1393,-886,-375,2993,-522,1898
1,11,-2351,5836,-1567,456,-502,827,-2508.0000000000005,399,1680,-709.9999999999999,1847,-5011,225,1088,-7135
